வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
106,புகழ்அரசு ப ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
106,ராகவநாயகம் கோ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
106,பெருமாள் எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,16 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
106,சண்முகம் வெ ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,101 ,0.97,வைப்புத்தொகை இழப்பு,2011,,
106,சுதாகர் சீ ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,215 ,2.07,வைப்புத்தொகை இழப்பு,2011,,
106,ராமதாஸ் சீ ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,324 ,3.13,வைப்புத்தொகை இழப்பு,2011,,
106,அப்துல்ரஹிம் கா ,ஆண்,Others ,Others ,361 ,3.48,வைப்புத்தொகை இழப்பு,2011,,
106,மாரிமுத்து ம ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,510 ,4.92,வைப்புத்தொகை இழப்பு,2011,,
106,ஜெய்கணேஷ் கோ. ,ஆண்,Others ,Others ,546 ,5.27,வைப்புத்தொகை இழப்பு,2011,,
106,விஜயகுமார் ச ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,718 ,6.93,வைப்புத்தொகை இழப்பு,2011,,
106,சுரேஷ்பாபு சீ ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1509 ,14.56,வைப்புத்தொகை இழப்பு,2011,,
106,கோவிந்தன் டி.ஆர் ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1801 ,17.37,தோல்வி,2011,,
106,வெங்கடேசன் ஏ ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4219 ,40.70,வெற்றி,2011,,
107,தேன்மொழி க ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,21 ,0.16,வைப்புத்தொகை இழப்பு,2011,,
107,சித்ராதேவி ச ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,25 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
107,மாலினி ச ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,46 ,0.35,வைப்புத்தொகை இழப்பு,2011,,
107,புஷ்பராணி ஏ ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,178 ,1.36,வைப்புத்தொகை இழப்பு,2011,,
107,புஷ்பகாந்தி ர ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,1072 ,8.20,வைப்புத்தொகை இழப்பு,2011,,
107,சரஸ்வதி எ ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1268 ,9.70,வைப்புத்தொகை இழப்பு,2011,,
107,கல்யாணி மு ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1411 ,10.79,வைப்புத்தொகை இழப்பு,2011,,
107,நிர்மலாதேவி அ ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3592 ,27.47,தோல்வி,2011,,
107,கஸ்தூரி. தி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5464 ,41.78,வெற்றி,2011,,
108,காமராஜ் ரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,8 ,0.04,வைப்புத்தொகை இழப்பு,2011,,
108,அன்பு ராஜேந்திரபிரசாத் ரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,12 ,0.06,வைப்புத்தொகை இழப்பு,2011,,
108,குருசாமி ரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,13 ,0.07,வைப்புத்தொகை இழப்பு,2011,,
108,ஜெகதீஷ் ர ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.08,வைப்புத்தொகை இழப்பு,2011,,
108,அழகுமுத்து அ ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,21 ,0.11,வைப்புத்தொகை இழப்பு,2011,,
108,ஜேசுதாஸ் நெ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
108,சாம்யுவராஜ் அ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,25 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
108,மதியரசன் அ ,ஆண்,Others ,Others ,31 ,0.16,வைப்புத்தொகை இழப்பு,2011,,
108,இராமசந்திரன் ஆ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
108,தீனதயாளன் க ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,142 ,0.74,வைப்புத்தொகை இழப்பு,2011,,
108,கோவர்தனன் மு ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,176 ,0.92,வைப்புத்தொகை இழப்பு,2011,,
108,பால்ராஜன் ர ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,239 ,1.24,வைப்புத்தொகை இழப்பு,2011,,
108,பாண்டியன் ஜெ ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,279 ,1.45,வைப்புத்தொகை இழப்பு,2011,,
108,கருப்பசாமி மு ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,386 ,2.01,வைப்புத்தொகை இழப்பு,2011,,
108,முகம்மதுஅலி அ ,ஆண்,Others ,Others ,557 ,2.90,வைப்புத்தொகை இழப்பு,2011,,
108,ராம்குமார் சு ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1003 ,5.22,வைப்புத்தொகை இழப்பு,2011,,
108,மாது ஆ ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1193 ,6.21,வைப்புத்தொகை இழப்பு,2011,,
108,இரமேஷ் தே ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4527 ,23.57,தோல்வி,2011,,
108,அமீர் பாஷா சை ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,10521 ,54.79,வெற்றி,2011,,
109,ரவி டி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,16 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
109,சுரேஷ்குமார் ப்பி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.11,வைப்புத்தொகை இழப்பு,2011,,
109,வேலாயுதம் கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,30 ,0.18,வைப்புத்தொகை இழப்பு,2011,,
109,லோகநாதன் கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,68 ,0.42,வைப்புத்தொகை இழப்பு,2011,,
109,கேசவன் வி ,ஆண்,இந்திய ஜனநாயகக் கட்சி ,IJK ,98 ,0.60,வைப்புத்தொகை இழப்பு,2011,,
109,மைக்கேல் ஏ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,108 ,0.66,வைப்புத்தொகை இழப்பு,2011,,
109,மோகன் மு ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,151 ,0.92,வைப்புத்தொகை இழப்பு,2011,,
109,சிவசங்கர் ஆர் ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,187 ,1.14,வைப்புத்தொகை இழப்பு,2011,,
109,அகிலன் ஏ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,258 ,1.58,வைப்புத்தொகை இழப்பு,2011,,
109,தினேஷ்குமார் ஜி ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,263 ,1.61,வைப்புத்தொகை இழப்பு,2011,,
109,சீனி முகமது ஜெ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,479 ,2.92,வைப்புத்தொகை இழப்பு,2011,,
109,சிவசங்கர் கே.இ. ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,877 ,5.35,வைப்புத்தொகை இழப்பு,2011,,
109,குமார் ப்பி ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,1061 ,6.48,வைப்புத்தொகை இழப்பு,2011,,
109,தங்கமணி க ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,5551 ,33.89,தோல்வி,2011,,
109,ஆறுமுகம் என் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7215 ,44.05,வெற்றி,2011,,
110,குணசேகரன் எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,9 ,0.07,வைப்புத்தொகை இழப்பு,2011,,
110,வெங்கடேசன் அ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,23 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
110,ஏழுமலை ஏ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,26 ,0.20,வைப்புத்தொகை இழப்பு,2011,,
110,குருமூர்த்தி வி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,26 ,0.20,வைப்புத்தொகை இழப்பு,2011,,
110,சின்னகேசவலு ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,45 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
110,மனோஜ்குமார் ஆர் ,ஆண்,இந்திய ஜனநாயகக் கட்சி ,IJK ,54 ,0.41,வைப்புத்தொகை இழப்பு,2011,,
110,கிளாரன்ஸ் எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,122 ,0.92,வைப்புத்தொகை இழப்பு,2011,,
110,ராஜன் ஜா ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,157 ,1.18,வைப்புத்தொகை இழப்பு,2011,,
110,ஏழுமலை தி ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,232 ,1.75,வைப்புத்தொகை இழப்பு,2011,,
110,செல்வம் ஆர் ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,602 ,4.53,வைப்புத்தொகை இழப்பு,2011,,
110,கௌரிசங்கர் என் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,809 ,6.09,வைப்புத்தொகை இழப்பு,2011,,
110,வினோத்பன்னீர்செல்வம் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,933 ,7.02,வைப்புத்தொகை இழப்பு,2011,,
110,முருகேசன் சு ,ஆண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,1232 ,9.27,வைப்புத்தொகை இழப்பு,2011,,
110,அம்பிகாபதி சி ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,2398 ,18.04,தோல்வி,2011,,
110,ரங்கநாதன் ட்டி ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2684 ,20.20,தோல்வி,2011,,
110,சந்திரசேகரன் கே ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,3937 ,29.63,வெற்றி,2011,,
111,சாமூண்டீஸ்வரி ஆர் ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,27 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
111,ஆனந்தி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,37 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
111,அமுதா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,61 ,0.56,வைப்புத்தொகை இழப்பு,2011,,
111,வசந்தி ட்டி ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,359 ,3.31,வைப்புத்தொகை இழப்பு,2011,,
111,சத்தியா எம் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,659 ,6.08,வைப்புத்தொகை இழப்பு,2011,,
111,ராஜேஸ்வரி தியாகு ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,905 ,8.35,வைப்புத்தொகை இழப்பு,2011,,
111,"ட்டி,கே,லதா (எ) பிளாரன்ஸ் ",பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3212 ,29.64,தோல்வி,2011,,
111,கற்பகம் யு ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5575 ,51.45,வெற்றி,2011,,
112,பாபு ஆர் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,6 ,0.04,வைப்புத்தொகை இழப்பு,2011,,
112,பிரபாகரன் ஈ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,9 ,0.06,வைப்புத்தொகை இழப்பு,2011,,
112,துளசி கே.ஆர் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
112,லாரன்ஸ் கு ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,50 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
112,வள்ளி பி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,98 ,0.67,வைப்புத்தொகை இழப்பு,2011,,
112,ராஜேந்திரபிரசாத் எஸ் ,ஆண்,PT ,PT ,113 ,0.77,வைப்புத்தொகை இழப்பு,2011,,
112,ராதாகிருஷ்ணன் மா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,213 ,1.45,வைப்புத்தொகை இழப்பு,2011,,
112,சுப்பிரமணியன் ஜி ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,251 ,1.71,வைப்புத்தொகை இழப்பு,2011,,
112,சங்கர் இரா ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,316 ,2.16,வைப்புத்தொகை இழப்பு,2011,,
112,லாசர் டி ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,588 ,4.01,வைப்புத்தொகை இழப்பு,2011,,
112,இளவரசன் மு ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,697 ,4.76,வைப்புத்தொகை இழப்பு,2011,,
112,சுப்பிரமணி எம் ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1274 ,8.69,வைப்புத்தொகை இழப்பு,2011,,
112,அகஸ்டின்பாபுராஜ் ஜெ.எஸ். ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4665 ,31.83,தோல்வி,2011,,
112,சக்தி எஸ் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6361 ,43.40,வெற்றி,2011,,
113,மல்லிகா கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,23 ,0.23,வைப்புத்தொகை இழப்பு,2011,,
113,பானு டி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.27,வைப்புத்தொகை இழப்பு,2011,,
113,வாலேஸ்வதி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,30 ,0.29,வைப்புத்தொகை இழப்பு,2011,,
113,கனிமொழி கே ,பெண்,இந்திய ஜனநாயகக் கட்சி ,IJK ,83 ,0.81,வைப்புத்தொகை இழப்பு,2011,,
113,கோமதி எஸ் ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,105 ,1.03,வைப்புத்தொகை இழப்பு,2011,,
113,ராஜி எஸ் ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,198 ,1.94,வைப்புத்தொகை இழப்பு,2011,,
113,பிரேமாவதி பி ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,326 ,3.20,வைப்புத்தொகை இழப்பு,2011,,
113,சாருமதி இரா ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,699 ,6.86,வைப்புத்தொகை இழப்பு,2011,,
113,சியாமளா சி ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3628 ,35.61,தோல்வி,2011,,
113,சாந்தி பி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5069 ,49.75,வெற்றி,2011,,
114,புஹாரி எ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,8 ,0.06,வைப்புத்தொகை இழப்பு,2011,,
114,பன்னீர்செல்வம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,11 ,0.08,வைப்புத்தொகை இழப்பு,2011,,
114,மோகன்ராஜ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
114,கார்திக் கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,19 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
114,மணிகண்டன் ச ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
114,ரமேஷ் ஆர் ,ஆண்,பகுஜன் சமாஜ் கட்சி ,BSP ,37 ,0.26,வைப்புத்தொகை இழப்பு,2011,,
114,முருகவேல் பி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,50 ,0.35,வைப்புத்தொகை இழப்பு,2011,,
114,சீனிவாசன் பா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,130 ,0.90,வைப்புத்தொகை இழப்பு,2011,,
114,முகமது அபுபக்கர் எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,166 ,1.15,வைப்புத்தொகை இழப்பு,2011,,
114,சபூர்பாட்ஷா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,174 ,1.20,வைப்புத்தொகை இழப்பு,2011,,
114,வெங்கடேசன் எம் ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,347 ,2.40,வைப்புத்தொகை இழப்பு,2011,,
114,அன்பழகன் எம் ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,470 ,3.25,வைப்புத்தொகை இழப்பு,2011,,
114,ரவிக்குமார் என் ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,584 ,4.03,வைப்புத்தொகை இழப்பு,2011,,
114,லட்சுமிநரசிம்மன் எஸ் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,734 ,5.07,வைப்புத்தொகை இழப்பு,2011,,
114,மதிவாணன் வ ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3428 ,23.67,தோல்வி,2011,,
114,முகமது அலி ஜின்னா எஸ்.எம்.கே ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,8275 ,57.15,வெற்றி,2011,,
115,தாஜீதின் ஓய் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,16 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
115,பரமசிவன் ந ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
115,நந்தகுமார் எல் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
115,குமார் ஏ ,ஆண்,Others ,Others ,28 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
115,செல்லதுரை வி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
115,வேலுமணி எ. ,ஆண்,பகுஜன் சமாஜ் கட்சி ,BSP ,55 ,0.43,வைப்புத்தொகை இழப்பு,2011,,
115,அண்ணாதுரை வீ ,ஆண்,Others ,Others ,58 ,0.45,வைப்புத்தொகை இழப்பு,2011,,
115,அமானுல்லா ஏ ,ஆண்,Others ,Others ,87 ,0.67,வைப்புத்தொகை இழப்பு,2011,,
115,சபீர்அலி எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,90 ,0.70,வைப்புத்தொகை இழப்பு,2011,,
115,பிரபு கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,128 ,0.99,வைப்புத்தொகை இழப்பு,2011,,
115,நந்தகுமார் எல் ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,164 ,1.27,வைப்புத்தொகை இழப்பு,2011,,
115,தட்சிணாமூர்த்தி வீ ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,292 ,2.26,வைப்புத்தொகை இழப்பு,2011,,
115,ராஜா முகம்மது பி. கே. ,ஆண்,Others ,Others ,343 ,2.65,வைப்புத்தொகை இழப்பு,2011,,
115,சையத்முகமது ஏ ,ஆண்,Others ,Others ,629 ,4.86,வைப்புத்தொகை இழப்பு,2011,,
115,பாஸ்கர் எம் ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,653 ,5.05,வைப்புத்தொகை இழப்பு,2011,,
115,முகம்மது ரசூல் இ ,ஆண்,Others ,Others ,728 ,5.63,வைப்புத்தொகை இழப்பு,2011,,
115,"வாசுதேவன் ஜெ, ",ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1005 ,7.77,வைப்புத்தொகை இழப்பு,2011,,
115,"செந்தில்குமார் கே,ஜி, ",ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3686 ,28.49,தோல்வி,2011,,
115,விஜயராமகிருஷ்ணா டி. ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4905 ,37.91,வெற்றி,2011,,
116,குமரவேல் எம். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,7 ,0.05,வைப்புத்தொகை இழப்பு,2011,,
116,ரஞ்சித் ஆர். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
116,கோபு எ. ,ஆண்,பகுஜன் சமாஜ் கட்சி ,BSP ,19 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
116,கோவிந்தன் வி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,19 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
116,ஆனந்தன் டி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
116,திணேஷ்குமார் வி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,68 ,0.48,வைப்புத்தொகை இழப்பு,2011,,
116,ஆனந்தகுமார் எஸ். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,86 ,0.61,வைப்புத்தொகை இழப்பு,2011,,
116,ஸ்ரீதர் கே. ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,161 ,1.14,வைப்புத்தொகை இழப்பு,2011,,
116,கபாலி ஆர். ,ஆண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,474 ,3.35,வைப்புத்தொகை இழப்பு,2011,,
116,சிவநேசன் ஆர்.என். ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,683 ,4.83,வைப்புத்தொகை இழப்பு,2011,,
116,நாகராஜன் பி. ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1965 ,13.90,வைப்புத்தொகை இழப்பு,2011,,
116,சசிகுமார் எஸ். ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4434 ,31.36,தோல்வி,2011,,
116,சீனிவாசன் பி. ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6176 ,43.69,வெற்றி,2011,,
117,சரவணன் ஜி.எம். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,25 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
117,மணிமாறன் பி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,28 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
117,ராஜேஷ்குமார் ஆர். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,55 ,0.33,வைப்புத்தொகை இழப்பு,2011,,
117,கமலக்கண்ணன் எ. ,ஆண்,PB ,PB ,97 ,0.58,வைப்புத்தொகை இழப்பு,2011,,
117,இளங்கோவன் எ. ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,130 ,0.78,வைப்புத்தொகை இழப்பு,2011,,
117,செல்லதுரை க. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,189 ,1.13,வைப்புத்தொகை இழப்பு,2011,,
117,ஆனந்தன் இ. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,246 ,1.47,வைப்புத்தொகை இழப்பு,2011,,
117,ஆறுமுகம் எஸ். ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,275 ,1.65,வைப்புத்தொகை இழப்பு,2011,,
117,மணவாளன் சி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,345 ,2.07,வைப்புத்தொகை இழப்பு,2011,,
117,மங்கையர்கரசி எம். ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,370 ,2.22,வைப்புத்தொகை இழப்பு,2011,,
117,கஜேந்திரன் வி. ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,435 ,2.61,வைப்புத்தொகை இழப்பு,2011,,
117,கிருஷ்ணகுமார் எஸ்.சி. ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,755 ,4.53,வைப்புத்தொகை இழப்பு,2011,,
117,பொன்னுரங்கம் பு. ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4385 ,26.28,தோல்வி,2011,,
117,ஆறுமுகம் பி. ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,9350 ,56.04,வெற்றி,2011,,
118,மகாதேவபிரபு சி.ஆர். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,22 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
118,ரேணுகாதேவி வி. ,பெண்,Others ,Others ,23 ,0.18,வைப்புத்தொகை இழப்பு,2011,,
118,ஆனந்தன் கி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
118,சிவகுமார் பி. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,40 ,0.31,வைப்புத்தொகை இழப்பு,2011,,
118,சுகுமார் மூ. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,46 ,0.36,வைப்புத்தொகை இழப்பு,2011,,
118,அன்பு கே. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,103 ,0.81,வைப்புத்தொகை இழப்பு,2011,,
118,சுகுமார் எம். ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,114 ,0.89,வைப்புத்தொகை இழப்பு,2011,,
118,பூமிநாதன் ஆ ர். ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,120 ,0.94,வைப்புத்தொகை இழப்பு,2011,,
118,இளங்கோ எம்.எல். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,127 ,1.00,வைப்புத்தொகை இழப்பு,2011,,
118,துளசி ஜி. ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,159 ,1.25,வைப்புத்தொகை இழப்பு,2011,,
118,காமராஜ் எஸ். ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,203 ,1.59,வைப்புத்தொகை இழப்பு,2011,,
